Background	FLAGS	OMIM	HGMD	WES
TDRP				
TEX29				
TEX36				
TFAM				
TGFB2				
TM2D2				
TMED9				
TMEM14A				
TMEM182				
TMEM183A				
TMEM200B				
TMEM208				
TMEM254				
TMEM261				
TMIE				
TNF				
TNFSF8				
TNNI1				
TP53INP2				
TPD52L1				
TPRG1L				
TPSAB1				
TRA2A				
TRMT10C				
TSPAN2				
TSPAN3				
TTPA				
TTR				
TUBB4A				
UBE2C				
UBE2U				
UBXN7				
UFC1				
UFSP1				
UQCRB				
URM1				
USP12				
UTY				
VGLL1				
VKORC1				
VPS36				
WDR26				
WDR61				
WDR77				
WFDC5				
WNT3				
WTAP				
XCL2				
XKR3				
YDJC				
ZCCHC13				
ZCRB1				
ZDHHC15				
ZIC1				
ZNF22				
ZNF576				
ZNF579				
ZNF740				
ZNF784				
AAMDC				
ACOT1				
ADAT3				
AGPAT6				
AIF1L				
AIM2				
ALKBH5				
AMD1				
ANKRA2				
ANKRD37				
ANP32B				
APCS				
APITD1				
APOBEC3A				
APOC1				
APOE				
ARHGDIA				
ARHGEF35				
ARL16				
ARL3				
ARL6				
ARMC1				
ARMCX1				
ASF1B				
ATAD1				
ATG4A				
ATP6V1G2				
BASP1				
BEND6				
BZW1				
C11orf73				
C11orf94				
C12orf44				
C12orf5				
C12orf54				
C12orf60				
C12orf66				
C12orf68				
C13orf35				
C15orf43				
C15orf57				
C16orf86				
C16orf92				
C17orf64				
C19orf25				
C19orf40				
C19orf52				
C1QBP				
C1orf146				
C21orf128				
C22orf24				
C5orf28				
C7orf55-LUC7L2				
C7orf60				
C7orf65				
C9orf116				
C9orf47				
CA8				
CALML5				
CAMK1D				
CAPZA2				
CAPZB				
CCDC122				
CCDC59				
CCDC79				
CCL15				
CCL25				
CCR10				
CD3D				
CD3G				
CD53				
CD59				
CD63				
CD8A				
CDC73				
CDX1				
CDX2				
CELF1				
CELF2				
CELF3				
CHCHD2				
CHCHD5				
CHRAC1				
CHRM1				
CIB1				
CLDN12				
CLDN25				
CLLU1				
CLTB				
CMC2				
CMTM3				
COMMD1				
COPS6				
COQ10B				
COX11				
COX5A				
COX7A2				
CPSF6				
CREBZF				
CRIP1				
CRYAA				
CSTF2				
CSTL1				
CTDSP2				
CTSS				
CUL1				
CXXC5				
CYTH3				
CYTL1				
DDX19A				
DDX39B				
DEFB125				
DEFB129				
DEFB132				
DIRAS3				
DNAJC7				
DPPA3				
DSCR4				
DUSP1				
E2F5				
EBF4				
EDARADD				
EFNB2				
EIF4EBP2				
ELP6				
EMC4				
EMG1				
ESM1				
FABP12				
FAM136A				
FAM163A				
FAM170B				
FAM3A				
FAM50A				
FAM57B				
FBRSL1				
FDX1L				
FEZF1				
FGF8				
FHL1				
FOXO4				
FXYD4				
GABRA2				
GABRA3				
GABRG2				
GADD45B				
GAL				
GAP43				
GAPT				
GAR1				
GATA3				
GATA6				
GCG				
GCSAML				
GDI1				
GFOD1				
GLOD5				
GLUD1				
GNB4				
GPR12				
GPR174				
GPR25				
GPR52				
GPR61				
GRASP				
GRPEL1				
GTF2IRD2B				
GXYLT1				
HAND1				
HDGFL1				
HES1				
HEXIM1				
HIGD1A				
HIGD1B				
HIST1H2BH				
HLF				
HMSD				
HNRNPA3				
HNRNPH1				
HPCAL4				
HS3ST4				
HSPB9				
HTR1F				
IDI1				
IER5				
IGHV3-43				
IGKV1-27				
IGLV1-47				
IGLV11-55				
IGLV3-12				
IKZF5				
IL26				
IL2RG				
ING3				
IRF2				
ISY1-RAB43				
ITGB3BP				
ITPKA				
JAGN1				
KAT8				
KCNA2				
KCNF1				
KLHDC3				
KRTAP1-3				
KRTCAP2				
LBH				
LCE2A				
LGALSL				
LIPM				
LOH12CR1				
LRRC37A				
LSAMP				
LSM4				
LUM				
LY6G5B				
LYZ				
LYZL1				
LYZL4				
LYZL6				
LZTFL1				
M6PR				
MAD2L1				
MAGEA1				
MAP1LC3B				
MAPK14				
MBNL1				
MBNL3				
MEA1				
MED20				
MED28				
MED4				
MEX3A				
MIA				
MOB2				
MRPL30				
MRPL52				
MRPL55				
MRPS14				
MRPS28				
MTCH1				
MTHFS				
NAIF1				
NANOG				
NDUFB9				
NENF				
NFIA				
NFKBIL1				
NFYA				
NKAIN3				
NKAP				
NKIRAS2				
NPVF				
NR2C2AP				
NRM				
NRSN1				
NXPH1				
OMG				
ORAI1				
ORAOV1				
OSR2				
OTX1				
PABPN1				
PARD6G				
PAWR				
PCGF1				
PDAP1				
PDCL2				
PDE6G				
PDXP				
PDZK1IP1				
PFDN5				
PHYHIPL				
PIAS1				
PIGX				
PIM1				
PITX1				
PLA2G5				
POLR2G				
POMP				
PPDPF				
PPIH				
PPP2R1A				
PPP2R2A				
PRMT8				
PRNP				
PRR23B				
PSMA1				
PSMA3				
PSMC4				
PSMD11				
PSMD7				
PSPC1				
PTP4A3				
PTPMT1				
RAB11B				
RAB15				
RAB5B				
RABGGTB				
RABL5				
RAC3				
RASL11A				
RBM3				
RCOR1				
RGS17				
RGS18				
RGS19				
RGS5				
RHOD				
RNASE13				
RNASE9				
RNF114				
RNF141				
ROPN1B				
RPA4				
RPL29				
RPL9				
RPS13				
RPS6				
RTP4				
RWDD4				
S1PR1				
SCAMP5				
SCGB1D1				
SCN3B				
SEPHS1				
SERTAD3				
SGMS2				
SIGLEC15				
SLC38A5				
SLC50A1				
SMAD3				
SMARCD2				
SNCG				
SNF8				
SOWAHC				
SPAG7				
SPEF1				
SPRY2				
STK38				
STRA8				
SYNJ2BP				
TBP				
TCEANC				
THAP10				
THEM5				
TIFA				
TIPRL				
TMA16				
TMBIM4				
TMEM105				
TMEM110				
TMEM163				
TMEM184C				
TMEM41B				
TMEM55A				
TMEM57				
TMEM92				
TRAV21				
TRBC2				
TRGV5				
TRGV9				
TSPO				
TUBG1				
TXNDC12				
UGCG				
UTS2R				
VCX3A				
VPS26A				
WBSCR16				
WDYHV1				
WNT1				
XCL1				
XG				
ZBTB12				
ZBTB18				
ZFP14				
ZNF367				
ZNF69				
ZNHIT1				
ABI2				
ACTR3B				
ACYP2				
ADIG				
ADM				
ADO				
ALOX5AP				
ANKRD18A				
ANKRD46				
ANXA8L2				
AP3S1				
ARHGDIB				
ARPC2				
ASPDH				
ATXN1L				
AWAT2				
B3GALT1				
B3GAT1				
BCL2A1				
BGLAP				
BLOC1S1				
BMI1				
BOLA1				
BTG3				
C10orf128				
C10orf55				
C11orf83				
C11orf87				
C15orf53				
C1GALT1C1				
C2orf66				
C2orf81				
C3orf18				
C3orf55				
C3orf70				
C6orf226				
C7orf33				
C7orf66				
C8orf48				
C9orf57				
CAB39				
CALB1				
CALN1				
CARD17				
CBY1				
CCDC126				
CCDC163P				
CCDC25				
CCL28				
CCL5				
CD40				
CD40LG				
CD69				
CDIP1				
CDIPT				
CDKN2B				
CDKN2C				
CDKN3				
CEP19				
CETN3				
CGB1				
CHCHD10				
CHCHD4				
CHST1				
CLEC18A				
CLIC1				
CLPS				
CNIH4				
CNOT6L				
CNPY3				
COA1				
CPLX3				
CRB3				
CRCP				
CRYBB2				
CSK				
CST3				
CTSK				
CXCR3				
CYB5A				
CYB5B				
DAP				
DAPL1				
DCTN3				
DDIT3				
DEFA4				
DNAJC9				
DNAL4				
DPM1				
DUSP7				
EBPL				
EDDM3A				
EGLN1				
EGLN3				
EIF4A1				
EPM2AIP1				
ETV3				
FABP2				
FAM105B				
FAM107A				
FAM110A				
FAM120AOS				
FAM122B				
FAM122C				
FAM153A				
FAM192A				
FAM21A				
FAM69C				
FAM89A				
FBXL17				
FBXL3				
FGF1				
FGF17				
FGF19				
FGF20				
FIBIN				
FTL				
G0S2				
GABPB1				
GAST				
GBAS				
GBX2				
GCLM				
GDF1				
GDF11				
GEMIN8				
GJC1				
GK				
GM2A				
GMNN				
GNAI3				
GNAO1				
GOLPH3				
GSG1L				
GSPT1				
GUCA2A				
HBE1				
HBEGF				
HIC1				
HIST1H3G				
HIST1H4F				
HIST3H2BB				
HLA-C				
HLA-DMB				
HMGN4				
HNRNPA1				
HNRNPA2B1				
HNRNPH3				
HNRNPR				
HOXA13				
HOXB13				
HRAS				
HSPA8				
HSPB11				
IER3				
IGFL2				
IGFL4				
IGHV3-35				
IGKV1D-13				
IGKV1D-42				
IGKV2D-30				
IGLON5				
IGLV5-37				
IL19				
IL5				
IL6				
INO80B				
INSL3				
KIAA1644				
KIR3DL3				
KLHL29				
KPNA3				
KRTAP19-5				
KRTAP4-2				
KRTAP5-2				
KRTAP5-5				
LCE3E				
LIN52				
LPAR4				
LY6D				
LYPD6				
LYRM2				
LYSMD2				
MAP2K6				
MAPK8				
MED30				
MESDC1				
MEST				
METAP1				
METTL7A				
MEX3D				
MFAP2				
MOB1B				
MOS				
MPPED2				
MRAP2				
MRPL20				
MRPL36				
MS4A6E				
MSI2				
MTHFD2				
MUSTN1				
MXD1				
MYCN				
MYOZ2				
NANOS2				
NDUFA4L2				
NDUFA6				
NDUFB6				
NDUFS5				
NDUFS6				
NEUROD6				
NICN1				
NME1				
NOG				
NPFF				
NR2E1				
NRL				
OCIAD2				
OPRD1				
OR2J3				
PAFAH1B1				
PANK3				
PARG				
PBDC1				
PCGF5				
PCMT1				
PDRG1				
PDX1				
PIN1				
PLA2G16				
PLA2G2A				
PLA2G2F				
PLP2				
POLR3G				
POP5				
PPBP				
PPP1CA				
PPP1R2				
PPP3R2				
PPT2				
PRAMEF10				
PRDX6				
PRR3				
PRRT4				
PSMB3				
PSMD4				
RAB40A				
RAB8A				
RABAC1				
RABIF				
RAMP2				
RASL11B				
REG1A				
RGS7BP				
RHOXF1				
RND1				
RNF122				
RPL18A				
RPL27				
RPP14				
RPP21				
RPP25L				
RPS19				
RPS3				
RRM2B				
RS1				
S100A14				
S100A4				
S100A7				
SAMD8				
SAYSD1				
SCP2D1				
SFN				
SGMS1				
SIGMAR1				
SIX6				
SLBP				
SLC35F1				
SLPI				
SNTN				
SNX24				
SPIN3				
SPINK13				
SPRED3				
SPRYD4				
SRD5A3				
SRI				
SSBP2				
STK17B				
STOM				
TAX1BP3				
TBR1				
TCEAL6				
TCP10L2				
TEX40				
TFAP2A				
TFAP2C				
TFAP4				
TIGD5				
TIMP2				
TLK2				
TLX3				
TMEM100				
TMEM128				
TMEM138				
TMEM232				
TMEM242				
TMEM42				
TMEM64				
TMEM69				
TNNI2				
TOR4A				
TPT1				
TRAPPC6B				
TRIM39				
TSNAX				
TVP23B				
UBE2NL				
UNC119B				
VDAC2				
VPS25				
VSTM5				
VWC2				
WDR13				
WFDC6				
XPA				
XPO1				
ZBED5				
ZDHHC20				
ZMYND11				
ZNF24				
ZNF362				
ZNF581				
ZNF705A				
ZNF705G				
ADIPOR1				
AICDA				
AIF1				
AMMECR1				
ANXA2R				
AQP10				
ARHGAP23				
ARPC3				
ARPC5				
ASCL4				
ATF1				
ATF3				
ATP5J2				
ATP6V1F				
B3GAT2				
BLOC1S2				
BNIP3L				
BTBD19				
C10orf11				
C10orf25				
C10orf99				
C11orf72				
C14orf119				
C16orf47				
C17orf50				
C17orf99				
C19orf53				
C1QTNF3				
C1orf192				
C1orf194				
C1orf210				
C1orf43				
C1orf53				
C2orf15				
C2orf48				
C3orf22				
C4orf46				
C5orf64				
C6orf106				
C6orf62				
C8orf4				
C9orf85				
CABP1				
CBWD2				
CCDC140				
CCDC160				
CCL11				
CCL3				
CCND1				
CD28				
CEBPG				
CHCHD3				
CHST13				
CHTF8				
CKLF				
CLDN22				
CLEC2A				
CLEC3B				
CLNS1A				
CLPSL1				
CMPK1				
COLCA1				
COMMD2				
COPRS				
COPS8				
CORT				
COX20				
CPLX4				
CRABP2				
CREG1				
CRIPT				
CSRP1				
CT45A5				
CTGF				
CXCR4				
CXorf21				
CXorf38				
CXorf40B				
DAZAP1				
DCAF8L2				
DDI2				
DEFB110				
DEFB131				
DHH				
DKC1				
DND1				
DPF1				
DRG1				
DUSP21				
DUSP23				
EDA				
EIF2S1				
EIF3J				
EIF4A2				
EIF4A3				
ELAVL2				
ELOVL6				
EMP1				
EVA1A				
FABP9				
FAM104B				
FAM174A				
FAM19A2				
FAM24A				
FAM26D				
FAM76A				
FAM86B1				
FAM9B				
FBXL15				
FBXL16				
FDX1				
FGF12				
FNDC4				
FOXD3				
FOXF1				
FRG2B				
FSD1L				
FTH1				
FUOM				
FXYD6				
FXYD7				
GABRA1				
GATAD1				
GATS				
GCH1				
GCNT7				
GFRA4				
GGCT				
GHRH				
GJC2				
GLRX2				
GP9				
GPM6A				
GPR150				
GPR171				
GPR89B				
GPX1				
GTF2F2				
H3F3C				
HDAC8				
HDDC3				
HDGFRP3				
HHLA3				
HIGD1C				
HINT1				
HINT2				
HIST1H2AG				
HIST1H2BG				
HIST1H2BL				
HMGN5				
HOXB4				
HOXB5				
HOXB7				
HOXC5				
HRH2				
HSPB2				
HTN1				
IAPP				
IDH3G				
IFI27				
IFI27L2				
IFNA1				
IFT20				
IGHV1-45				
IGHV3-16				
IGKV2D-29				
IGKV3-7				
IGKV6D-41				
IGLV1-50				
IGLV3-22				
IGLV3-27				
IKZF1				
IL17A				
IL8				
IRF2BP1				
ISG20				
JOSD1				
KCNA3				
KCNE4				
KCNG3				
KCNJ4				
KCNMB2				
KCTD12				
KDM4E				
KDSR				
KIAA0101				
KLRC4				
KLRD1				
KRBOX4				
KRTAP3-1				
KRTAP6-3				
LCE1F				
LCE2B				
LCE2C				
LCE2D				
LDOC1L				
LIMD2				
LIN7B				
LRAT				
LY6G6C				
LY6G6D				
MCFD2				
MEIG1				
MESP2				
MGST3				
MIXL1				
MLEC				
MRFAP1L1				
MRPL53				
MRPS6				
MS4A13				
MSANTD3				
MSX1				
MT1B				
MT1E				
NAA20				
NAIP				
NDUFA11				
NDUFA3				
NDUFA4				
NDUFAB1				
NDUFB1				
NEUROG1				
NKAIN1				
NKAIN2				
NMU				
NONO				
NR2F1				
NUS1				
NXNL2				
OCSTAMP				
OTUD6A				
PAM16				
PCBP2				
PDK3				
PDZD9				
PIRT				
PITHD1				
PLA2G2E				
PLAC8				
PMP2				
PPIB				
PPP1R14D				
PPP3CA				
PRAC1				
PRDX4				
PRELID1				
PRKAR2B				
PRM1				
PROK2				
PRR15L				
PSMC1				
PSMC5				
PSMG4				
PSORS1C2				
PVALB				
RAB12				
RAB30				
RAB31				
RAB3B				
RAB4A				
RAB5A				
RAC2				
RAD21L1				
RAMP3				
RAX2				
RBBP4				
RBBP5				
RBM14-RBM4				
RBM18				
RBM38				
RBP5				
REP15				
RFESD				
RGS13				
RGS21				
RHOH				
RING1				
RNASEH2C				
RNF208				
RPL26L1				
RPL5				
RPS16				
RPS6KA3				
RTF1				
SCGB2B2				
SCIMP				
SEC22A				
SEC61A1				
SENP8				
SF3A2				
SFT2D1				
SLAMF6				
SLC25A28				
SLC35A3				
SLFN12L				
SMAD2				
SMARCB1				
SMIM19				
SMR3A				
SNAPC5				
SNRPN				
SOSTDC1				
SOX4				
SP6				
SPACA4				
SPANXC				
SPDYE4				
SPINK1				
SPPL3				
SRP54				
SSBP1				
SSR3				
ST20-MTHFS				
STMN4				
STYX				
SYAP1				
SYN1				
SZRD1				
TCEAL2				
TCF21				
TCL1B				
TCTA				
TEF				
TEX30				
TEX38				
TFF1				
TGIF2				
TIMM17A				
TLX1NB				
TM2D1				
TMEM14C				
TMEM159				
TMEM165				
TMEM179				
TMEM244				
TMEM30B				
TMEM50B				
TMEM59L				
TMEM86A				
TMEM88				
TNFSF4				
TNNI3				
TP53I11				
TPSB2				
TRGC2				
TRMT112				
TVP23C-CDRT4				
UBC				
UBD				
UBE2F				
UBE2J2				
UCHL3				
UQCC2				
UQCRFS1				
VCX3B				
VPS26B				
VSIG10L				
WFDC10B				
WIBG				
WNT6				
XK				
YBEY				
YRDC				
ZBTB14				
ZDHHC22				
ZMAT4				
ZNF524				
ZNF775				
ZNF787				
ZNF879				
ZSWIM7				
ACOT6				
ACTA1				
ACTG2				
ACTR2				
ADRA2C				
AGAP2-AS1				
AHSP				
AKTIP				
ANKRD60				
APOC3				
AQP3				
ARHGAP42				
ARL15				
ARL4D				
ARL5C				
ARL6IP1				
ARMCX3				
ATP1B3				
B3GALT6				
BANF2				
BCAP31				
BCAS2				
BDNF				
BST2				
BSX				
C10orf32				
C11orf68				
C12orf36				
C16orf74				
C18orf21				
C1D				
C1ORF220				
C1orf186				
C1orf35				
C1orf64				
C1orf68				
C20orf197				
C21orf67				
C2orf74				
C3orf14				
C3orf58				
C5orf60				
C8orf31				
C9orf163				
CACNG7				
CASC10				
CBX7				
CCDC167				
CCDC53				
CCL23				
CCL4				
CCL8				
CDPF1				
CHORDC1				
CKMT1B				
CLC				
CLDN5				
CLEC18C				
CLIC4				
CMTM7				
CNN3				
COA3				
COA4				
COA6				
COX16				
CSTA				
CSTF3				
CXCL12				
CXCL13				
CXCL5				
CXorf27				
CXorf40A				
CYP46A1				
DCTD				
DCUN1D1				
DCUN1D5				
DEFA6				
DEFB113				
DEFB116				
DEFB134				
DERL2				
DHFRL1				
DNAJA2				
DNAJC24				
DTD1				
DUSP14				
DYDC2				
EFNA5				
EGR3				
ELFN1				
ELOVL5				
EMC3				
EMX2				
EN1				
ENOPH1				
FABP1				
FABP7				
FADS1				
FAM180B				
FAM181B				
FAM196B				
FAM209B				
FAM20C				
FAM47E				
FAM49A				
FAM58A				
FBXO28				
FEZF2				
FUT9				
GDPD1				
GEMIN7				
GNA13				
GNAZ				
GNB2L1				
GNG13				
GOLGA7B				
GPM6B				
GREM1				
GSK3A				
H3F3B				
HCCS				
HIST1H3D				
HIST1H4L				
HN1L				
HNRNPC				
HNRNPK				
HOMER1				
HOXB6				
HPCAL1				
HRSP12				
HS3ST2				
IER5L				
IGF1				
IGHV1-8				
IGHV3-30				
IGHV3-38				
IGJ				
IGKV1-6				
IGKV2-24				
IL22				
IL36G				
IL4				
IL9				
INS				
IQCJ				
IRF1				
ISY1				
ITM2B				
JTB				
KAAG1				
KCMF1				
KCNJ6				
KLF14				
KLF6				
KRAS				
KRTAP21-1				
KRTAP6-1				
LAGE3				
LAMTOR1				
LANCL3				
LCE1C				
LCE1D				
LCE5A				
LGALS1				
LHFP				
LHFPL4				
LIN28B				
LNP1				
LPPR5				
LTC4S				
LY6H				
MANSC4				
MAP2K4				
MAPK1IP1L				
MARCKSL1				
MB				
MILR1				
MPHOSPH6				
MPZ				
MRC1				
MRPL17				
MRPL51				
MRPS18C				
MSL1				
MT1H				
MT1M				
MYPOP				
NDUFA12				
NDUFB4				
NEUROG2				
NKX2-3				
NKX3-1				
NRF1				
NTF3				
NTS				
NUDT15				
NUDT3				
NUDT8				
OCM2				
OGT				
OSTF1				
P2RY1				
PAPD5				
PATE1				
PATE2				
PAX6				
PBX1				
PFN1				
PGRMC2				
PHB				
PHLDA2				
PHOSPHO1				
PIANP				
PLA2G12B				
POLDIP2				
PPP1R42				
PPTC7				
PRKRA				
PRM2				
PSMC2				
PSMG3				
PTF1A				
PTS				
PXDC1				
RAB22A				
RAB3A				
RBM24				
RGS8				
RIPPLY1				
RNASE8				
RNASEK				
RND3				
RNF113A				
RNF24				
RPL22L1				
RPL32				
RPL7				
RPL8				
RRAGB				
RRAGC				
S100A16				
S100A9				
SAA1				
SAR1A				
SBDS				
SDHC				
SDHD				
SFRP2				
SH2D1B				
SH3BGRL3				
SHISA4				
SIX1				
SLC25A43				
SLMO1				
SMIM11				
SNRNP70				
SNRPB				
SOX17				
SP5				
SPA17				
SPI1				
SPRR4				
SPRYD7				
SRC				
SRF				
SRSF9				
STX1B				
SUDS3				
SURF4				
SYCE2				
SYP				
TAF11				
TAZ				
TCL1A				
TCTEX1D4				
TECR				
TFF2				
TGIF2LX				
THAP1				
TM4SF2				
TMEM121				
TMEM133				
TMEM141				
TMEM218				
TMEM251				
TMEM257				
TMEM31				
TMEM9				
TPM3				
TRAPPC1				
TRAV25				
TSC22D3				
TSEN15				
TSPAN31				
TXNDC17				
TXNL1				
UTS2				
UTS2B				
VGLL2				
VOPP1				
VWC2L				
XAGE5				
YIPF4				
ZFAND6				
ZNF703				
ZNF853				
ZNRF1				
ABHD17B				
ACBD7				
ACER3				
ACTL6B				
ADCYAP1				
AGPAT1				
AKT3				
AMELX				
AP2M1				
APOM				
ARC				
ASB7				
ATG5				
ATP6V0B				
ATP6V1G1				
ATP6V1G3				
BAALC				
BCL2				
BCL2L2				
BCL7B				
BET1				
BEX1				
BHLHA15				
BLOC1S6				
BTG1				
C10orf35				
C16orf3				
C17orf102				
C18orf32				
C18orf56				
C19orf12				
C19orf73				
C1orf189				
C3orf65				
C4orf36				
C4orf47				
C5orf24				
C8orf17				
C8orf22				
C8orf44				
CAMK2A				
CARD18				
CARTPT				
CCL16				
CCL18				
CCL2				
CCL27				
CCND2				
CD302				
CDC42SE2				
CDK2				
CDK6				
CEND1				
CENPW				
CHST7				
CITED1				
CLDN3				
CLEC2B				
CMC1				
CMTM6				
CNOT7				
CNOT8				
CNTD2				
COPS5				
COPZ1				
COPZ2				
CPLX1				
CS				
CSAG1				
CST6				
CTRB1				
CUEDC2				
CUL3				
CXCL1				
CXCL17				
CXorf65				
DAPP1				
DCAF7				
DCX				
DEFB118				
DEFB121				
DEFB126				
DEFB128				
DEFB135				
DEFB136				
DNAH17-AS1				
DNAJC5				
DUT				
DYNLT1				
EBP				
EFCAB9				
FABP5				
FAM183B				
FAM210B				
FAM69A				
FAM72B				
FAM84A				
FAM89B				
FGF18				
FGFBP3				
FIZ1				
FKBP2				
FOXA1				
FOXB1				
FOXF2				
FSTL3				
FXN				
GAGE10				
GAREML				
GCSH				
GPR82				
GSX2				
GTF2B				
GTF2H5				
GTSF1				
GYPE				
H1FX				
H2AFY				
HCFC1R1				
HHEX				
HLA-DQB1				
HLA-DRA				
HMGB1				
HOPX				
HOXC8				
HOXC9				
HTR5A-AS1				
ICMT				
IFFO2				
IFNK				
IGFL3				
IGHV1-3				
IGHV3-20				
IGHV3-73				
IGHV4-61				
IGKC				
IGKV2D-24				
IKBKG				
IL15				
IL21				
IL7				
IMP3				
INA				
INSM1				
IQCF5				
ITM2A				
JAZF1				
KCNE3				
KCTD11				
KLRG1				
KPNA4				
KRTAP19-7				
KRTAP3-2				
KRTDAP				
LHX2				
LMO2				
LTB				
LYRM5				
LZIC				
MAF				
MAFA				
MBD2				
MBLAC1				
METTL9				
MLN				
MORN4				
MPV17L				
MRPL14				
MRPS12				
MRPS25				
MRPS33				
MRPS34				
MSX2				
MT1F				
MXD4				
NBL1				
NBPF10				
NDUFB11				
NDUFB2				
NDUFB3				
NDUFB5				
NDUFC2-KCTD14				
NGB				
NKIRAS1				
NOTCH2NL				
NPPB				
NPS				
NR2F6				
NRG4				
NRTN				
NUDT2				
NUDT4				
NUPR1				
OAZ2				
OR2A7				
OR2T35				
ORMDL2				
ORMDL3				
PABPC4L				
PHYHIP				
POLD4				
POLR2D				
POLR2H				
POLR3K				
POTEC				
POU4F1				
POU6F1				
PPIAL4G				
PPP1R8				
PRADC1				
PRAMEF18				
PRDM12				
PRDM6				
PRKAB2				
PRM3				
PROK1				
PSCA				
PSMA7				
PSMD10				
PSME2				
PTGES				
PTGES3				
PTH2				
PTTG1				
PYCARD				
PYDC2				
RAB6B				
RAB7L1				
RALB				
RASD2				
RBP1				
RBP7				
RESP18				
RETN				
RFXAP				
RILPL2				
RIPPLY2				
RLIM				
RNASE6				
RPRD1A				
RPRD1B				
RRAGD				
RSL24D1				
RSPH10B2				
RTN4RL2				
RWDD2A				
RXRB				
S100A1				
S100A10				
S100A13				
S100A3				
S100A6				
S100A7L2				
SAP18				
SAT1				
SAT2				
SCAMP1				
SCD				
SEC11A				
SELK				
SELT				
SLC51B				
SLC8A2				
SMAD7				
SMIM7				
SMU1				
SNAI2				
SNRPB2				
SNURF				
SOST				
SPATA31A3				
SPSB1				
STC1				
STX12				
SUMO4				
SUPT4H1				
SUV39H2				
SYT1				
TAF12				
TEX261				
TGIF2-C20orf24				
TIMM23				
TMEM154				
TMEM178A				
TMEM196				
TMEM213				
TMEM235				
TMEM243				
TMEM65				
TMEM68				
TMEM9B				
TNFAIP8				
TNFSF13B				
TRIM73				
TRIM74				
TSACC				
TSHB				
TSPAN5				
TSPAN7				
TXNRD3NB				
TYMS				
UBA52				
UBE2L6				
UBE2Q1				
UBE2T				
UFM1				
UQCR10				
UQCRQ				
USE1				
USP46				
UXT				
VAMP4				
VAMP5				
VCP				
VDAC1				
VIP				
VMAC				
WDR5				
WFDC10A				
WFDC12				
ZBTB8OS				
ZMAT5				
ZNF625				
ZNF736				
ABCE1				
ACN9				
ACYP1				
ADIPOR2				
ADIRF				
AGRP				
AIDA				
AK4				
APH1A				
APOA2				
ASB9				
ATOH7				
ATP5I				
ATP6V0C				
BARX1				
BCL2L1				
BHLHE41				
BOD1				
BTG2				
BTLA				
C11orf45				
C11orf52				
C14orf142				
C16orf54				
C19orf33				
C19orf48				
C1QL4				
C1orf227				
C1orf228				
C1orf52				
C20orf173				
C2CD4B				
C3orf72				
C5orf58				
C6orf48				
C6orf57				
C9orf170				
C9orf40				
C9orf78				
CA7				
CABP7				
CALCB				
CBWD6				
CCDC169				
CCL1				
CCL21				
CCSAP				
CDK19				
CH25H				
CHIC2				
CLDN2				
CLEC2L				
CNFN				
COMMD6				
COPS2				
COPS4				
COX6B2				
COX6C				
COX7A1				
CPSF4L				
CRABP1				
CREB1				
CSF2				
CT47B1				
CT62				
CTNNBIP1				
CTRB2				
CXCL3				
DCD				
DEFB108B				
DEFB115				
DEFB123				
DEFB127				
DESI1				
DLX1				
DLX2				
DSTN				
EBAG9				
EEF1A2				
EID2B				
EIF4E3				
EIF5A				
EMC2				
EMC7				
EN2				
FAM167B				
FAM168B				
FAM171A2				
FAM187A				
FAM19A5				
FAM218A				
FAM96A				
FBXO45				
FDCSP				
FERD3L				
FOXE3				
FST				
FTHL17				
FUNDC2				
FZD8				
GNAQ				
GPR34				
GPR89A				
GRAP				
GRB2				
GRP				
GTF2A1				
GTF3C6				
HAS2				
HBQ1				
HCST				
HDAC2				
HDAC3				
HINT3				
HIST1H2AL				
HIST1H2BO				
HIST1H4D				
HIST1H4E				
HMGB2				
HMGN3				
HOXA5				
HOXD11				
ICOS				
ID2				
IGFBP4				
IGHV4-4				
IGKV1-33				
IGKV1D-12				
IGKV2-30				
IGLC2				
IL17D				
IL23A				
ING5				
ISCA2				
JUNB				
JUND				
KCNA6				
KCNK3				
KCNK9				
KCTD4				
KDELR1				
KHDRBS1				
KLF9				
KRTAP12-1				
KRTAP4-5				
LACRT				
LCA10				
LCE1B				
LCE3C				
LELP1				
LIN7A				
LMO4				
LRRC57				
LRRC69				
LSM3				
LSM5				
LSMEM1				
LST1				
MAFB				
MAFG				
MAGEB10				
MAP1LC3A				
MAP1LC3C				
MAPRE2				
MBOAT4				
MED10				
MED19				
METTL11B				
MRFAP1				
MRGBP				
MSC				
MSMP				
MT1X				
MT4				
MUCL1				
NABP2				
NCALD				
NDFIP1				
NDUFAF4				
NDUFC2				
NHLRC4				
NKX2-1				
NPIPB15				
NUTM2D				
OLIG2				
OR2W1				
OTP				
P2RY10				
PAGE2				
PAGE3				
PAIP2B				
PAK2				
PAQR9				
PCNP				
PDF				
PEBP1				
PF4				
PGRMC1				
PLA2G2C				
PLAC1				
PLEKHF2				
PMCH				
POP7				
PPP1CC				
PPP1R1C				
PRNT				
PRPF38A				
PRRG1				
PSMA5				
PSMA6				
PTEN				
PTP4A2				
PTRH2				
R3HCC1				
RAB21				
RAB35				
RAB7A				
RASA4				
RBBP7				
RBFOX3				
RER1				
RGCC				
RHOXF2				
RNASEK-C17orf49				
RNPC3				
RP9				
RPL10A				
RPL15				
RPL26				
RPS18				
RPS19BP1				
